date,AM_PM,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
1/25/19,AM,5,290,9198,-42.7,-64.7,M,M,M,M
1/25/19,AM,5,276,9530,-44.3,-67.3,M,M,M,M
1/25/19,AM,4,250,10190,-48.5,-70.5,210,130,51,34
1/25/19,AM,5,240,10456,-50.9,-71.9,M,M,M,M
1/25/19,AM,6,232.2,10668,M,M,215,144,49,38
1/25/19,AM,5,223,10930,-53.3,-70.3,M,M,M,M
1/25/19,AM,6,211.2,11277,M,M,215,126,47,42
1/25/19,AM,5,209,11345,-55.1,-74.1,M,M,M,M
1/25/19,AM,5,201,11594,-54.9,-76.9,M,M,M,M
1/25/19,AM,5,190,11954,-52.9,-78.9,M,M,M,M
1/25/19,AM,5,169,12704,-54.7,-78.7,M,M,M,M
1/25/19,AM,5,161,13014,-54.1,-79.1,M,M,M,M
1/25/19,AM,5,138,13998,-55.1,-80.1,M,M,M,M
1/25/19,AM,5,135,14138,-54.5,-79.5,M,M,M,M
1/25/19,AM,5,121,14833,-56.9,-79.9,M,M,M,M
1/25/19,AM,5,113,15266,-56.1,-78.1,M,M,M,M
1/25/19,AM,5,103,15848,-60.1,-82.1,M,M,M,M
1/25/19,PM,9,998,94,-0.5,-5.5,190,3,0,0
1/25/19,PM,4,1000,80,M,M,M,M,M,M
1/25/19,PM,5,989,166,-1.3,-7.3,M,M,M,M
1/25/19,PM,6,971.9,304,M,M,250,13,39,0
1/25/19,PM,5,962,385,-2.9,-8.9,M,M,M,M
1/25/19,PM,6,935.3,609,M,M,260,22,66,0
1/25/19,PM,4,925,697,-5.9,-9.8,265,23,70,0
1/25/19,PM,6,899.4,914,M,M,270,27,76,0
1/25/19,PM,5,872,1154,-10.1,-10.7,M,M,M,M
1/25/19,PM,6,864.8,1219,M,M,270,29,81,1
1/25/19,PM,4,850,1353,-11.5,-11.8,275,31,83,1
1/25/19,PM,5,823,1599,-13.5,-13.6,M,M,M,M
1/25/19,PM,5,812,1701,-13.7,-14.9,M,M,M,M
1/25/19,PM,6,798.4,1828,M,M,280,31,88,2
1/25/19,PM,5,780,2004,-16.1,-16.5,M,M,M,M
1/25/19,PM,5,775,2052,-15.7,-17.4,M,M,M,M
1/25/19,PM,5,769,2110,-15.1,-24.1,M,M,M,M
1/25/19,PM,6,766.6,2133,M,M,260,41,88,2
1/25/19,PM,5,765,2149,-14.9,-27.9,M,M,M,M
1/25/19,PM,5,745,2349,-14.3,-30.3,M,M,M,M
1/25/19,PM,6,736.3,2438,M,M,255,49,86,3
1/25/19,PM,5,735,2451,-12.9,-48.9,M,M,M,M
1/25/19,PM,5,711,2703,-13.3,-42.3,M,M,M,M
1/25/19,PM,6,707.3,2743,M,M,245,53,83,4
1/25/19,PM,5,704,2778,-13.9,-35.9,M,M,M,M
1/25/19,PM,4,700,2827,-14.3,-35.3,245,53,82,4
1/25/19,PM,5,682,3023,-16.1,-37.1,M,M,M,M
1/25/19,PM,5,671,3145,-16.3,-52.3,M,M,M,M
1/25/19,PM,6,652.6,3352,M,M,255,59,78,6
1/25/19,PM,6,626.5,3657,M,M,250,63,78,7
1/25/19,PM,5,619,3747,-19.1,-42.1,M,M,M,M
1/25/19,PM,5,614,3807,-18.3,-41.3,M,M,M,M
1/25/19,PM,5,594,4053,-20.1,-38.1,M,M,M,M
1/25/19,PM,5,579,4241,-21.5,-30.5,M,M,M,M
1/25/19,PM,6,576.9,4267,M,M,235,77,74,9
1/25/19,PM,5,563,4446,-23.3,-31.3,M,M,M,M
1/25/19,PM,5,533,4845,-24.1,-33.1,M,M,M,M
1/25/19,PM,6,530.7,4876,M,M,235,83,69,12
1/25/19,PM,4,500,5310,-28.5,-34.5,235,82,67,14
1/25/19,PM,5,489,5468,-29.9,-34.4,M,M,M,M
1/25/19,PM,5,484,5541,-30.5,-34.2,M,M,M,M
1/25/19,PM,6,467,5791,M,M,235,87,66,16
1/25/19,PM,6,447.1,6096,M,M,235,97,65,17
1/25/19,PM,5,425,6450,-36.9,-44.9,M,M,M,M
1/25/19,PM,5,409,6716,-34.9,-55.9,M,M,M,M
1/25/19,PM,4,400,6880,-35.7,-61.7,225,124,61,22
1/25/19,PM,5,379,7252,-38.1,-59.1,M,M,M,M
1/25/19,PM,5,375,7326,-37.1,-61.1,M,M,M,M
1/25/19,PM,5,362,7568,-36.7,-70.7,M,M,M,M
1/25/19,PM,6,359.3,7620,M,M,225,146,58,27
1/25/19,PM,5,333,8139,-41.1,-71.1,M,M,M,M
1/25/19,PM,6,314.1,8534,M,M,225,157,55,35
1/25/19,PM,5,314,8536,-42.3,-70.3,M,M,M,M
1/25/19,PM,6,300.5,8839,M,M,225,152,54,38
1/25/19,PM,4,300,8850,-45.3,-71.3,225,151,54,38
1/25/19,PM,5,289,9097,-47.3,-72.3,M,M,M,M
1/25/19,PM,5,273,9471,-48.7,-71.7,M,M,M,M
1/25/19,PM,5,269,9568,-49.3,-71.3,M,M,M,M
1/25/19,PM,5,243,10227,-53.3,-67.3,M,M,M,M
1/26/19,AM,9,1007,94,-3.5,-9.5,0,0,0,0
1/26/19,AM,4,1000,151,-4.7,-11.7,295,3,146,0
1/26/19,AM,5,991,222,-5.5,-12.5,M,M,M,M
1/26/19,AM,5,983,285,-6.1,-14.1,M,M,M,M
1/26/19,AM,6,980.6,304,M,M,305,10,122,0
1/26/19,AM,6,942.7,609,M,M,290,16,118,0
1/26/19,AM,5,936,664,-9.9,-14.1,M,M,M,M
1/26/19,AM,4,925,757,-10.5,-14.4,290,21,115,0
1/26/19,AM,6,906.2,914,M,M,285,23,112,0
1/26/19,AM,6,870.6,1219,M,M,260,19,105,0
1/26/19,AM,4,850,1402,-15.5,-17.1,260,21,100,1
1/26/19,AM,6,836.3,1524,M,M,245,23,97,1
1/26/19,AM,5,826,1617,-17.3,-18,M,M,M,M
1/26/19,AM,5,811,1754,-18.3,-19.7,M,M,M,M
1/26/19,AM,6,802.9,1828,M,M,245,28,89,1
1/26/19,AM,5,783,2014,-20.9,-21.2,M,M,M,M
1/26/19,AM,5,779,2052,-21.1,-22.2,M,M,M,M
1/26/19,AM,5,771,2128,-21.3,-24.8,M,M,M,M
1/26/19,AM,6,770.5,2133,M,M,280,34,87,2
1/26/19,AM,5,764,2195,-21.1,-31.1,M,M,M,M
1/26/19,AM,5,755,2282,-20.5,-39.5,M,M,M,M
1/26/19,AM,5,742,2410,-20.3,-43.3,M,M,M,M
1/26/19,AM,6,739.2,2438,M,M,270,39,89,2
1/26/19,AM,5,736,2470,-19.9,-38.9,M,M,M,M
1/26/19,AM,5,715,2683,-21.3,-35.3,M,M,M,M
1/26/19,AM,6,709.3,2743,M,M,270,45,89,3
1/26/19,AM,4,700,2843,-22.1,-36.1,275,45,89,3
1/26/19,AM,6,625.1,3657,M,M,275,50,91,5
1/26/19,AM,6,574.2,4267,M,M,270,61,91,7
1/26/19,AM,5,573,4282,-31.9,-41.9,M,M,M,M
1/26/19,AM,5,566,4369,-32.1,-41.1,M,M,M,M
1/26/19,AM,5,555,4507,-31.7,-49.7,M,M,M,M
1/26/19,AM,5,542,4674,-32.7,-50.7,M,M,M,M
1/26/19,AM,6,526.5,4876,M,M,260,59,90,9
1/26/19,AM,6,503.9,5181,M,M,265,56,89,10
1/26/19,AM,5,503,5194,-36.7,-52.7,M,M,M,M
1/26/19,AM,4,500,5240,-36.9,-52.9,265,61,89,10
1/26/19,AM,5,469,5681,-37.1,-64.1,M,M,M,M
1/26/19,AM,6,441.4,6096,M,M,260,76,87,14
1/26/19,AM,4,400,6770,-42.7,-66.7,255,81,85,17
1/26/19,AM,5,395,6855,-43.3,-67.3,M,M,M,M
1/26/19,AM,6,352.3,7620,M,M,255,90,83,21
1/26/19,AM,5,340,7857,-45.3,-70.3,M,M,M,M
1/26/19,AM,4,300,8690,-46.9,-73.9,250,111,81,26
1/26/19,AM,5,296,8779,-47.1,-72.1,M,M,M,M
1/26/19,AM,5,290,8915,-45.3,-71.3,M,M,M,M
1/26/19,AM,5,281,9124,-46.9,-72.9,M,M,M,M
1/26/19,AM,6,280.1,9144,M,M,245,119,79,29
1/26/19,AM,5,265,9511,-47.3,-74.3,M,M,M,M
1/26/19,AM,4,250,9900,-49.1,-77.1,245,110,77,34
1/26/19,AM,5,243,10085,-50.1,-79.1,M,M,M,M
1/26/19,AM,5,237,10248,-48.9,-80.9,M,M,M,M
1/26/19,AM,5,216,10856,-48.9,-82.9,M,M,M,M
1/26/19,AM,5,214,10917,-47.9,-81.9,M,M,M,M
1/26/19,AM,5,201,11328,-49.5,-83.5,M,M,M,M
1/26/19,AM,4,200,11360,-49.1,-83.1,245,109,75,43
1/26/19,AM,5,199,11393,-48.9,-82.9,M,M,M,M
1/26/19,AM,5,193,11593,-49.3,-83.3,M,M,M,M
1/26/19,AM,5,188,11765,-48.3,-82.3,M,M,M,M
1/26/19,AM,5,185,11871,-47.1,-82.1,M,M,M,M
1/26/19,AM,5,178,12126,-48.7,-82.7,M,M,M,M
1/26/19,AM,6,176.2,12192,M,M,240,113,73,48
1/26/19,AM,5,172,12351,-46.9,-81.9,M,M,M,M
1/26/19,AM,5,167,12546,-47.5,-82.5,M,M,M,M
1/26/19,AM,5,164,12666,-46.5,-81.5,M,M,M,M
1/26/19,AM,5,158,12912,-48.3,-82.3,M,M,M,M
1/26/19,AM,4,150,13260,-49.3,-83.3,240,87,72,53
1/26/19,AM,6,139.9,13716,M,M,235,82,71,55
1/26/19,AM,5,138,13804,-50.3,-84.3,M,M,M,M
1/26/19,AM,5,129,14239,-53.9,-86.9,M,M,M,M
1/26/19,AM,5,123,14543,-54.9,-86.9,M,M,M,M
1/26/19,AM,5,119,14753,-56.5,-88.5,M,M,M,M
1/26/19,AM,5,116,14915,-56.1,-88.1,M,M,M,M
1/26/19,AM,5,115,14970,-54.1,-87.1,M,M,M,M
1/26/19,AM,5,112,15140,-52.5,-85.5,M,M,M,M
1/26/19,AM,6,110.3,15240,M,M,245,102,69,63
1/26/19,AM,5,109,15315,-52.9,-85.9,M,M,M,M
1/26/19,AM,5,106,15495,-51.7,-84.7,M,M,M,M
1/26/19,AM,4,100,15870,-52.7,-85.7,245,70,69,66
1/26/19,AM,5,89.8,16559,-55.1,-87.1,M,M,M,M
1/26/19,AM,5,83,17056,-58.9,-89.9,M,M,M,M
1/26/19,AM,5,79.4,17333,-58.9,-89.9,M,M,M,M
1/26/19,AM,5,77.9,17453,-57.5,-89.5,M,M,M,M
1/26/19,AM,6,75.2,17678,M,M,235,80,68,73
1/26/19,AM,5,74.8,17708,-58.7,-89.7,M,M,M,M
1/26/19,AM,5,73.1,17853,-56.3,-88.3,M,M,M,M
1/26/19,AM,6,71.6,17983,M,M,250,63,68,75
1/26/19,AM,4,70,18130,-57.1,-89.1,250,62,68,75
1/26/19,AM,6,68.3,18288,M,M,245,55,68,76
1/26/19,AM,5,66.1,18492,-56.5,-88.5,M,M,M,M
1/26/19,AM,6,61.9,18897,M,M,240,34,68,77
1/26/19,AM,6,56.2,19507,M,M,230,35,68,78
1/26/19,AM,5,53.5,19810,-63.1,-93.1,M,M,M,M
1/26/19,AM,6,53.5,19812,M,M,245,54,68,79
1/26/19,AM,4,50,20240,-61.9,-91.9,245,49,68,80
1/26/19,AM,6,48.6,20421,M,M,245,43,68,81
1/26/19,AM,5,48.5,20428,-61.3,-92.3,M,M,M,M
1/26/19,AM,6,43.9,21031,M,M,220,32,67,82
1/26/19,AM,5,41.8,21335,-67.3,-94.3,M,M,M,M
1/26/19,AM,6,41.8,21336,M,M,220,46,67,82
1/26/19,AM,5,40.5,21527,-62.9,-92.9,M,M,M,M
1/26/19,AM,5,38.5,21838,-62.9,-92.9,M,M,M,M
1/26/19,AM,5,37.5,22000,-60.7,-91.7,M,M,M,M
1/26/19,AM,6,34.3,22555,M,M,275,13,67,84
1/26/19,AM,5,31.1,23147,-65.9,-93.9,M,M,M,M
1/26/19,AM,6,31,23164,M,M,245,38,67,85
1/26/19,AM,5,31,23167,-65.1,-94.1,M,M,M,M
1/26/19,AM,4,30,23370,-62.5,-92.5,240,27,67,86
1/26/19,AM,5,29.6,23453,-62.5,-92.5,M,M,M,M
1/26/19,AM,6,29.5,23469,M,M,240,24,67,86
1/26/19,AM,5,28.5,23687,-61.1,-92.1,M,M,M,M
1/26/19,AM,6,25.4,24384,M,M,250,50,67,88
1/26/19,AM,5,24.8,24543,-63.5,-93.5,M,M,M,M
1/26/19,AM,5,23.3,24926,-63.1,-93.1,M,M,M,M
1/26/19,AM,5,22.8,25059,-60.9,-91.9,M,M,M,M
1/26/19,AM,5,20.7,25656,-62.1,-92.1,M,M,M,M
1/26/19,AM,4,20,25880,-59.7,-90.7,250,49,67,92
1/26/19,AM,6,19,26212,M,M,255,39,67,93
1/26/19,AM,5,18.9,26235,-56.5,-88.5,M,M,M,M
1/26/19,AM,6,17.2,26822,M,M,230,35,67,94
1/26/19,AM,6,16.4,27127,M,M,240,30,67,94
1/26/19,AM,5,15.7,27396,-61.1,-92.1,M,M,M,M
1/26/19,AM,6,15.6,27432,M,M,255,36,67,95
1/26/19,AM,5,14.3,27976,-60.1,-91.1,M,M,M,M
1/26/19,AM,6,14.2,28041,M,M,270,56,67,96
1/26/19,AM,5,14,28109,-57.5,-89.5,M,M,M,M
1/26/19,AM,5,13.9,28154,-55.3,-87.3,M,M,M,M
1/26/19,AM,5,13.8,28200,-53.1,-86.1,M,M,M,M
1/26/19,AM,6,13.5,28346,M,M,260,37,67,97
1/26/19,AM,5,13.3,28439,-50.5,-84.5,M,M,M,M
1/26/19,AM,6,12.9,28651,M,M,260,32,68,98
1/26/19,AM,6,11.7,29260,M,M,275,56,68,99
1/26/19,AM,5,11.6,29316,-56.5,-88.5,M,M,M,M
1/26/19,AM,5,10.8,29767,-57.1,-89.1,M,M,M,M
1/26/19,AM,6,10.6,29870,M,M,250,57,68,101
1/26/19,AM,5,10.3,30069,-52.5,-85.5,M,M,M,M
1/26/19,AM,6,10.1,30176,M,M,275,67,68,102
1/26/19,AM,4,10,30270,-51.7,-84.7,270,66,68,102
1/26/19,AM,5,9.8,30401,-51.3,-85.3,M,M,M,M
1/26/19,AM,6,9.7,30480,M,M,270,72,68,103
1/26/19,AM,5,9.4,30673,-47.9,-82.9,M,M,M,M
1/26/19,AM,5,9,30959,-48.5,-82.5,M,M,M,M
1/26/19,AM,6,8.8,31089,M,M,270,87,69,106
1/26/19,AM,6,8.4,31394,M,M,265,80,69,107
1/26/19,AM,5,8.3,31493,-46.5,-81.5,M,M,M,M
1/26/19,AM,6,8.1,31699,M,M,265,96,69,108
1/26/19,AM,5,8,31741,-38.7,-75.7,M,M,M,M
1/26/19,AM,5,7.7,32002,-39.1,-76.1,M,M,M,M
1/26/19,AM,6,7.7,32004,M,M,275,86,70,110
1/26/19,AM,5,7.2,32463,-36.7,-74.7,M,M,M,M
1/26/19,AM,6,7.1,32613,M,M,275,102,70,113
1/26/19,AM,4,7,32670,-37.7,-75.7,275,100,70,113
1/26/19,AM,5,6.8,32870,-35.3,-73.3,M,M,M,M
1/26/19,PM,9,1011,94,-7.3,-17.3,175,3,0,0
1/26/19,PM,4,1000,183,-8.3,-19.3,225,6,19,0
1/26/19,PM,6,984.4,304,M,M,230,13,40,0
1/26/19,PM,5,971,410,-10.1,-22.1,M,M,M,M
1/26/19,PM,6,946.2,609,M,M,250,15,54,0
1/26/19,PM,4,925,783,-12.9,-19.9,260,12,60,0
1/26/19,PM,6,909.1,914,M,M,255,12,63,0
1/26/19,PM,5,894,1041,-15.1,-20.1,M,M,M,M
1/26/19,PM,6,873,1219,M,M,250,15,65,0
1/26/19,PM,5,853,1393,-17.7,-21.7,M,M,M,M
1/26/19,PM,4,850,1421,-17.9,-21.9,250,18,66,0
1/26/19,PM,6,838.3,1524,M,M,260,24,67,1
1/26/19,PM,5,824,1652,-18.1,-21.4,M,M,M,M
1/26/19,PM,5,809,1789,-17.3,-19.6,M,M,M,M
1/26/19,PM,6,804.8,1828,M,M,260,31,71,1
1/26/19,PM,6,772.4,2133,M,M,255,38,72,2
1/26/19,PM,6,741.3,2438,M,M,255,48,73,2
1/26/19,PM,5,718,2676,-20.5,-23.3,M,M,M,M
1/26/19,PM,6,711.4,2743,M,M,255,60,73,3
1/26/19,PM,5,706,2800,-19.7,-22.1,M,M,M,M
1/26/19,PM,4,700,2867,-19.9,-22,250,60,73,4
1/26/19,PM,5,690,2973,-19.9,-21.8,M,M,M,M
1/26/19,PM,6,627.8,3657,M,M,240,62,70,6
1/26/19,PM,6,577.1,4267,M,M,240,63,67,8
1/26/19,PM,5,557,4523,-30.7,-34,M,M,M,M
1/26/19,PM,6,530,4876,M,M,245,70,66,11
1/26/19,PM,4,500,5290,-33.1,-37,245,74,66,12
1/26/19,PM,5,494,5376,-33.1,-37,M,M,M,M
1/26/19,PM,6,445.1,6096,M,M,245,79,66,16
1/26/19,PM,5,434,6271,-39.3,-45.3,M,M,M,M
1/26/19,PM,5,412,6624,-41.7,-46.3,M,M,M,M
1/26/19,PM,4,400,6830,-43.3,-48.1,240,79,65,19
1/26/19,PM,6,371.8,7315,M,M,240,80,64,21
1/26/19,PM,5,366,7420,-47.9,-52.9,M,M,M,M
1/26/19,PM,6,355,7620,M,M,240,87,64,22
1/26/19,PM,5,347,7770,-49.1,-54,M,M,M,M
1/26/19,PM,5,341,7884,-49.3,-55.3,M,M,M,M
1/26/19,PM,5,312,8463,-51.1,-62.1,M,M,M,M
1/26/19,PM,4,300,8720,-51.3,-70.3,235,113,62,28
1/26/19,PM,5,297,8785,-51.9,-71.9,M,M,M,M
1/26/19,PM,6,294.5,8839,M,M,235,113,62,29
1/26/19,PM,6,280.9,9144,M,M,235,107,62,31
1/26/19,PM,5,277,9234,-53.1,-79.1,M,M,M,M
1/26/19,PM,5,261,9616,-53.1,-80.1,M,M,M,M
1/26/19,PM,4,250,9900,-51.1,-79.1,235,104,61,35
1/26/19,PM,5,249,9926,-50.9,-78.9,M,M,M,M
1/26/19,PM,5,243,10084,-51.7,-81.7,M,M,M,M
1/26/19,PM,5,237,10246,-50.9,-82.9,M,M,M,M
1/26/19,PM,5,231,10412,-52.3,-85.3,M,M,M,M
1/26/19,PM,5,226,10553,-52.3,-84.3,M,M,M,M
1/26/19,PM,6,222,10668,M,M,240,93,60,40
1/26/19,PM,5,222,10669,-50.7,-81.7,M,M,M,M
1/26/19,PM,5,214,10907,-51.5,-82.5,M,M,M,M
1/26/19,PM,5,205,11186,-50.5,-84.5,M,M,M,M
1/26/19,PM,4,200,11350,-51.1,-85.1,240,95,60,43
1/26/19,PM,5,184,11890,-51.5,-84.5,M,M,M,M
1/26/19,PM,6,175.6,12192,M,M,230,99,60,48
1/26/19,PM,5,172,12326,-53.1,-86.1,M,M,M,M
1/26/19,PM,5,166,12554,-51.3,-85.3,M,M,M,M
1/26/19,PM,6,159.8,12801,M,M,245,106,60,51
1/26/19,PM,5,156,12956,-51.5,-84.5,M,M,M,M
1/26/19,PM,5,154,13040,-50.7,-84.7,M,M,M,M
1/26/19,PM,6,152.4,13106,M,M,240,88,60,53
1/26/19,PM,4,150,13210,-51.1,-85.1,240,87,60,53
1/26/19,PM,5,143,13519,-51.7,-84.7,M,M,M,M
1/26/19,PM,5,136,13845,-50.1,-84.1,M,M,M,M
1/26/19,PM,5,129,14189,-50.9,-84.9,M,M,M,M
1/26/19,PM,6,126.3,14326,M,M,230,78,59,58
1/26/19,PM,5,126,14342,-50.3,-84.3,M,M,M,M
1/26/19,PM,4,100,15840,M,M,M,M,M,M
1/26/19,PM,5,92.8,16303,-56.9,-88.9,M,M,M,M
1/26/19,PM,5,90.2,16483,-55.9,-87.9,M,M,M,M
1/26/19,PM,6,86.3,16764,M,M,250,72,59,68
1/26/19,PM,5,84.9,16866,-57.5,-89.5,M,M,M,M
1/26/19,PM,5,82.6,17040,-55.9,-87.9,M,M,M,M
1/26/19,PM,5,77.3,17459,-57.5,-89.5,M,M,M,M
1/26/19,PM,5,74.6,17683,-56.5,-88.5,M,M,M,M
1/26/19,PM,4,70,18100,-57.7,-89.7,250,70,60,74
1/26/19,PM,5,68.4,18245,-58.3,-89.3,M,M,M,M
1/26/19,PM,6,67.9,18288,M,M,245,68,60,74
1/26/19,PM,6,55.9,19507,M,M,245,62,60,79
1/26/19,PM,6,50.7,20116,M,M,235,46,60,81
1/26/19,PM,5,50.4,20153,-60.1,-91.1,M,M,M,M
1/26/19,PM,4,50,20210,-60.1,-91.1,240,47,60,81
1/26/19,PM,6,48.3,20421,M,M,250,49,60,81
1/26/19,PM,6,46,20726,M,M,245,47,60,82
1/26/19,PM,5,43.8,21028,-62.9,-92.9,M,M,M,M
1/26/19,PM,5,39.7,21631,-62.9,-92.9,M,M,M,M
1/26/19,PM,5,35.7,22277,-66.7,-94.7,M,M,M,M
1/26/19,PM,6,34.1,22555,M,M,250,55,61,87
1/26/19,PM,5,32.5,22849,-62.1,-92.1,M,M,M,M
1/26/19,PM,6,30.9,23164,M,M,250,38,61,89
1/26/19,PM,4,30,23350,-64.7,-93.7,230,31,61,89
1/26/19,PM,6,29.4,23469,M,M,235,35,61,89
1/26/19,PM,5,28.8,23598,-65.7,-93.7,M,M,M,M
1/26/19,PM,5,28.4,23683,-63.5,-93.5,M,M,M,M
1/26/19,PM,6,28,23774,M,M,215,41,61,90
1/26/19,PM,5,27.3,23926,-61.9,-91.9,M,M,M,M
1/26/19,PM,5,26.9,24018,-58.9,-89.9,M,M,M,M
1/26/19,PM,5,25.5,24353,-58.5,-89.5,M,M,M,M
1/26/19,PM,6,25.4,24384,M,M,235,39,60,91
1/26/19,PM,6,23,24993,M,M,255,49,61,93
1/26/19,PM,5,21.2,25494,-64.5,-92.5,M,M,M,M
1/26/19,PM,6,20.8,25603,M,M,270,47,61,94
1/26/19,PM,4,20,25850,-63.9,-92.9,260,37,61,95
1/26/19,PM,5,19.6,25973,-63.9,-92.9,M,M,M,M
1/26/19,PM,6,18.9,26212,M,M,260,45,61,96
1/26/19,PM,5,18.8,26230,-60.3,-91.3,M,M,M,M
1/26/19,PM,5,18.2,26431,-60.7,-91.7,M,M,M,M
1/26/19,PM,5,17.1,26820,-58.7,-89.7,M,M,M,M
1/26/19,PM,6,17.1,26822,M,M,270,38,61,97
1/26/19,PM,5,14.1,28027,-58.9,-89.9,M,M,M,M
1/26/19,PM,6,12.8,28651,M,M,265,59,63,101
1/26/19,PM,5,12.6,28740,-53.5,-86.5,M,M,M,M
1/26/19,PM,5,12.2,28949,-49.7,-83.7,M,M,M,M
1/26/19,PM,6,12.2,28956,M,M,250,44,63,102
1/26/19,PM,6,11.6,29260,M,M,250,50,63,103
1/26/19,PM,5,11.1,29566,-49.7,-83.7,M,M,M,M
1/26/19,PM,5,10.7,29807,-46.1,-81.1,M,M,M,M
1/26/19,PM,5,10.5,29932,-46.7,-81.7,M,M,M,M
1/26/19,PM,4,10,30270,-44.5,-80.5,M,M,M,M
1/26/19,PM,5,9.1,30897,-46.3,-81.3,M,M,M,M
1/26/19,PM,5,8.2,31590,-44.3,-80.3,M,M,M,M
1/26/19,PM,6,8.1,31699,M,M,260,93,64,113
1/26/19,PM,5,7.5,32198,-35.7,-73.7,M,M,M,M
1/26/19,PM,6,7.4,32308,M,M,270,107,64,116
1/26/19,PM,5,7.3,32386,-34.5,-73.5,M,M,M,M
1/26/19,PM,4,7,32680,-34.7,-73.7,M,M,M,M
1/26/19,PM,5,6.2,33521,-37.1,-75.1,M,M,M,M
1/27/19,AM,9,1012,94,-4.7,-13.7,305,2,0,0
1/27/19,AM,4,1000,192,-5.9,-15.9,5,9,154,0
1/27/19,AM,5,993,247,-6.3,-16.3,M,M,M,M
1/27/19,AM,6,985.7,304,M,M,25,10,181,0
1/27/19,AM,5,954,558,-9.1,-16.1,M,M,M,M
1/27/19,AM,6,947.7,609,M,M,20,3,193,0
1/27/19,AM,4,925,796,-10.5,-16.5,150,3,201,0
1/27/19,AM,6,910.8,914,M,M,185,4,205,0
1/27/19,AM,6,875,1219,M,M,235,13,190,0
1/27/19,AM,4,850,1440,-15.9,-18.1,230,15,63,0
1/27/19,AM,6,840.6,1524,M,M,225,20,57,0
1/27/19,AM,5,840,1529,-16.5,-18.2,M,M,M,M
1/27/19,AM,6,806.8,1828,M,M,240,24,54,0
1/27/19,AM,6,774.3,2133,M,M,255,33,59,1
1/27/19,AM,5,758,2291,-21.9,-22.2,M,M,M,M
1/27/19,AM,5,744,2428,-22.5,-23,M,M,M,M
1/27/19,AM,6,743,2438,M,M,260,42,66,1
1/27/19,AM,5,742,2448,-22.3,-23.9,M,M,M,M
1/27/19,AM,5,737,2498,-21.7,-30.7,M,M,M,M
1/27/19,AM,5,733,2538,-21.3,-40.3,M,M,M,M
1/27/19,AM,5,729,2578,-20.9,-47.9,M,M,M,M
1/27/19,AM,5,724,2629,-20.7,-49.7,M,M,M,M
1/27/19,AM,6,712.9,2743,M,M,250,42,68,2
1/27/19,AM,5,707,2804,-21.3,-40.3,M,M,M,M
1/27/19,AM,4,700,2880,-21.9,-42.9,250,43,68,2
1/27/19,AM,5,691,2976,-22.5,-46.5,M,M,M,M
1/27/19,AM,5,677,3126,-22.5,-39.5,M,M,M,M
1/27/19,AM,5,661,3300,-21.9,-48.9,M,M,M,M
1/27/19,AM,5,646,3468,-22.7,-51.7,M,M,M,M
1/27/19,AM,5,636,3582,-23.5,-47.5,M,M,M,M
1/27/19,AM,6,629.5,3657,M,M,245,54,68,4
1/27/19,AM,5,628,3674,-24.1,-36.1,M,M,M,M
1/27/19,AM,5,598,4028,-26.7,-33.7,M,M,M,M
1/27/19,AM,5,591,4113,-27.1,-32.1,M,M,M,M
1/27/19,AM,6,578.4,4267,M,M,240,53,66,6
1/27/19,AM,5,567,4410,-28.9,-37.9,M,M,M,M
1/27/19,AM,5,531,4876,-31.9,-36.8,M,M,M,M
1/27/19,AM,6,530.9,4876,M,M,240,60,64,8
1/27/19,AM,4,500,5300,-33.7,-38.2,240,70,64,10
1/27/19,AM,5,499,5314,-33.7,-38.1,M,M,M,M
1/27/19,AM,5,483,5541,-35.7,-40.2,M,M,M,M
1/27/19,AM,5,471,5715,-36.9,-42.9,M,M,M,M
1/27/19,AM,5,465,5803,-37.7,-43.7,M,M,M,M
1/27/19,AM,5,451,6013,-38.9,-42.4,M,M,M,M
1/27/19,AM,6,445.5,6096,M,M,235,75,62,13
1/27/19,AM,5,439,6197,-39.9,-45.9,M,M,M,M
1/27/19,AM,5,419,6513,-42.1,-50.1,M,M,M,M
1/27/19,AM,4,400,6830,-44.9,-50.9,235,76,61,16
1/27/19,AM,5,379,7187,-48.1,-53.1,M,M,M,M
1/27/19,AM,5,367,7398,-48.9,-60.9,M,M,M,M
1/27/19,AM,5,363,7470,-49.3,-61.3,M,M,M,M
1/27/19,AM,6,354.8,7620,M,M,240,85,60,19
1/27/19,AM,5,351,7690,-49.7,-63.7,M,M,M,M
1/27/19,AM,5,344,7822,-49.1,-65.1,M,M,M,M
1/27/19,AM,5,316,8376,-50.3,-73.3,M,M,M,M
1/27/19,AM,5,310,8501,-51.1,-75.1,M,M,M,M
1/27/19,AM,5,303,8649,-50.7,-74.7,M,M,M,M
1/27/19,AM,4,300,8720,-50.9,-75.9,240,100,60,25
1/27/19,AM,5,283,9098,-52.1,-76.1,M,M,M,M
1/27/19,AM,6,281,9144,M,M,235,98,59,27
1/27/19,AM,5,274,9307,-51.7,-75.7,M,M,M,M
1/27/19,AM,6,268.1,9448,M,M,240,102,59,29
1/27/19,AM,5,255,9769,-53.9,-77.9,M,M,M,M
1/27/19,AM,5,253,9819,-53.5,-78.5,M,M,M,M
1/27/19,AM,4,250,9900,-51.9,-79.9,235,95,59,31
